palabra_A,palabra_B,vector_inicial_hash,trayectoria,palabra_final_mas_cercana,distancia_geometrica,tipo_resultado
nixquearen,encorozasemos,19ac9c09,19ac9c09..73518a35,supervino,2.1839,nuevo_atractor
achisparas,ejemplaron,aac5d2a3,aac5d2a3..d0ce6c76,echacorveariais,1.1004,nuevo_atractor
dentellon,troncharias,6be9c55a,6be9c55a..eddc6082,empelechase,0.7401,nuevo_atractor
superviniere,agregando,9d4887fe,9d4887fe..a7490a55,gencianaceo,1.8887,nuevo_atractor
amonites,emparrandes,74feae28,74feae28..27274297,humean,1.1027,nuevo_atractor
sotierra,umbraculo,851bd651,851bd651..dce19766,bandereasteis,0.9583,nuevo_atractor
acentual,cocheron,3c122ba1,3c122ba1..dc06d411,tonificaba,0.6680,nuevo_atractor
capaceare,hatos,2ab96de6,2ab96de6..a5699ee3,cutusa,0.4765,nuevo_atractor
ajorareis,comadrearais,c40ba7fb,c40ba7fb..697a57b6,puristas,1.9485,nuevo_atractor
desempalmaren,tracalera,e90cedb9,e90cedb9..5bb5456f,entrujaramos,0.6587,nuevo_atractor
rosaleras,fogareaban,b9bb8892,b9bb8892..6534544c,desenlodaren,0.8926,nuevo_atractor
minorariais,injeriremos,05d52b20,05d52b20..88d437f1,incontroladas,1.3370,nuevo_atractor
amarrequearon,agudez,2df44f0f,2df44f0f..4e22f194,encunetaban,2.2366,nuevo_atractor
trasvasaba,juridicos,dd3c5e6a,dd3c5e6a..3f390bd8,ejercitado,0.8290,nuevo_atractor
engallada,esfoyareis,d6a503ed,d6a503ed..24207790,solistas,1.2975,nuevo_atractor
adamita,barbearias,60df8b18,60df8b18..d24a9f0f,descapotes,1.4283,nuevo_atractor
espasmo,profesariamos,0c9ec380,0c9ec380..36425339,reburujaba,1.2637,nuevo_atractor
antecogeremos,engarganten,adf5959c,adf5959c..1616cfed,desarraigueis,1.4398,nuevo_atractor
demolidas,cazoletearan,8849e546,8849e546..d56897c8,sobrevivais,0.7338,nuevo_atractor
ahorcajaran,atrases,92c0d5e1,92c0d5e1..5b473a59,antelacion,1.3258,nuevo_atractor
enmasillases,repreguntaremos,b2a6153f,b2a6153f..6c647231,manejarian,0.7875,nuevo_atractor
desfagamos,reposara,a1c10610,a1c10610..761043da,amanaria,1.3282,nuevo_atractor
rostizarais,fundamentasen,b7136e65,b7136e65..66f242fc,chotacabras,0.7829,nuevo_atractor
malbaratando,monosilabo,4113d768,4113d768..37b0ad7d,alcantarillad,0.8260,nuevo_atractor
substanciosos,latigudas,6c95878e,6c95878e..03752bd6,encaballando,1.1030,nuevo_atractor
pendoneare,inventarian,b9048299,b9048299..a7826e81,chotacabras,0.8320,nuevo_atractor
capitalizaron,rebitemos,6f76ddd2,6f76ddd2..d6f4d10d,entolados,0.4313,nuevo_atractor
malmetiesen,cancelare,202e4f91,202e4f91..fbbf8554,sucos,0.6000,nuevo_atractor
asistid,trafagabamos,9760b082,9760b082..23304c09,acentuarais,1.7760,nuevo_atractor
diafanas,dependiere,834662c3,834662c3..e728993a,ejercitado,1.1179,nuevo_atractor
percibe,asombras,e648472b,e648472b..a7831d0e,avanezco,1.0144,nuevo_atractor
desgreñados,entupi,ae66d61a,ae66d61a..72395729,cutusa,1.9097,nuevo_atractor
celularia,sostuvieseis,2ec1a61e,2ec1a61e..c7700327,trasvasabais,1.4506,nuevo_atractor
ahogarais,piparas,a87dad30,a87dad30..16025b37,aprestigien,0.5246,nuevo_atractor
desarrimabais,figuraste,44e3a2eb,44e3a2eb..4cbafde3,niquelados,0.6635,nuevo_atractor
comenzo,visado,238598e9,238598e9..40a53f12,negociacion,1.4074,nuevo_atractor
madrigalizais,jauleros,e5cfc6e0,e5cfc6e0..c531750b,tronando,1.6184,nuevo_atractor
cambe,escarados,5aa1483c,5aa1483c..0606ca49,retortijaremos,0.7716,nuevo_atractor
desbragadas,jornalaron,17822fc2,17822fc2..d082ea84,antelacion,0.6797,nuevo_atractor
repanchingueis,ennoblezco,9e294191,9e294191..5917eebc,asareasemos,0.8349,nuevo_atractor
guardara,remolineariamos,28973b69,28973b69..d7b76167,escarraman,0.7811,nuevo_atractor
pillaran,desatibais,bc003b28,bc003b28..dae024c5,calosfriaria,0.4958,nuevo_atractor
pulpease,enfurecimientos,8358b0f6,8358b0f6..6e2cb5b1,decelerabamos,1.7439,nuevo_atractor
desencovaremos,pisano,bbfca570,bbfca570..1e869926,azacuan,1.3795,nuevo_atractor
brujillas,aulleis,b3a3132b,b3a3132b..3faba34f,rollaba,1.0843,nuevo_atractor
alicortabamos,frotadas,10e973ae,10e973ae..121f1edd,entolados,0.5967,nuevo_atractor
avisparas,reherraremos,b6dbcd85,b6dbcd85..48572a5f,empobrecieremos,0.5779,nuevo_atractor
provincialismos,criasen,11dc963b,11dc963b..0307c96b,antelacion,2.0828,nuevo_atractor
favorecedores,sorriegues,a00189ad,a00189ad..8ec7ddb4,jitariamos,0.9884,nuevo_atractor
desabrocharon,ocuje,db4d7e71,db4d7e71..1672a37d,cremaba,2.0420,nuevo_atractor
enchutas,desaclimatad,ca2d5b29,ca2d5b29..ad3a1c48,alcantarillad,1.1573,nuevo_atractor
sobrecejo,arriendo,49722442,49722442..3594c866,contramallemos,1.0065,nuevo_atractor
intensaste,rumbaramos,af313b50,af313b50..daf49d4e,enconreasen,0.6196,nuevo_atractor
enumerativos,arregostaban,514c22b8,514c22b8..b56edcdc,embolismaria,0.5031,nuevo_atractor
ahincaria,isagogica,b5f525e4,b5f525e4..9d6a4341,solventan,1.2306,nuevo_atractor
coexistamos,rumbeais,363eb2fc,363eb2fc..1ddad1ac,restablecere,0.5349,nuevo_atractor
enquillotrare,erotizasemos,51e07149,51e07149..81ce9ec0,decelerabamos,1.6592,nuevo_atractor
desmenuzada,escalabradas,7b9d424d,7b9d424d..bb628e4b,isogeotermas,0.5386,nuevo_atractor
zaparrastrasen,antideslizantes,5c562623,5c562623..e0756240,biosferas,0.9381,nuevo_atractor
embobando,novasemos,2e55912c,2e55912c..a3618964,senderes,1.1568,nuevo_atractor
amorague,alcanforar,361e1fa0,361e1fa0..0e6f80c5,encunetaban,0.7625,nuevo_atractor
editorializare,chivatearas,bfef46c3,bfef46c3..23d85b56,encaballando,0.7182,nuevo_atractor
mayuetas,chafallaba,a12f0e87,a12f0e87..3860ca61,enlozara,0.5241,nuevo_atractor
tuesten,desaquellarias,c9dc4310,c9dc4310..00546776,radiotecnia,0.6186,nuevo_atractor
sambenitemos,personificaste,91ecfde3,91ecfde3..2daaedec,privadas,1.1539,nuevo_atractor
cucharera,pispease,4f2d9d14,4f2d9d14..0f2f0f43,despidieron,1.0610,nuevo_atractor
sinfonicas,toxiques,b31dbf76,b31dbf76..045154fb,bellaqueares,0.8319,nuevo_atractor
borra,tolmeras,46fb201b,46fb201b..9a4c5994,habrias,0.8127,nuevo_atractor
desinvirtieses,ahuizoto,d0d6c597,d0d6c597..b367a7cb,imposibilitando,0.7899,nuevo_atractor
vaciadas,apoderabas,5648d589,5648d589..83963707,entierras,0.8656,nuevo_atractor
enverareis,cincuentavas,123ac0f7,123ac0f7..5493a63d,restablecere,0.9638,nuevo_atractor
atinconabais,ferrobus,281073ac,281073ac..fcc4690e,atendedora,0.9243,nuevo_atractor
moranza,acorrucase,6fb0a09d,6fb0a09d..23f1a1f0,enresmaste,1.0170,nuevo_atractor
guerras,subsumiamos,92756f63,92756f63..2c101463,cobrados,0.8638,nuevo_atractor
visibilizais,chinglas,b4c1de68,b4c1de68..4eb3019c,lloviznamos,1.2995,nuevo_atractor
apedazase,infraoctavas,91ed6cbc,91ed6cbc..ce68c9b7,champurreabamos,0.6086,nuevo_atractor
cartografo,descansada,10b5c658,10b5c658..6bc58d09,enmarabamos,0.5033,nuevo_atractor
farde,desemejase,3181c5a2,3181c5a2..18fa4d08,buscar,0.9951,nuevo_atractor
cervicabra,pospusiere,71992889,71992889..862d4399,sobijasemos,0.6302,nuevo_atractor
basculases,granja,14d75538,14d75538..f3f55cd6,infartaren,0.9911,nuevo_atractor
deteniamos,fastidiar,38d42364,38d42364..6be96cdd,entolados,0.5895,nuevo_atractor
jadraques,clamadas,d99cdb6a,d99cdb6a..df348f86,amostraremos,0.9719,nuevo_atractor
tintoreais,monedeaba,5e285ccb,5e285ccb..65513db7,relinchasemos,1.6014,nuevo_atractor
apurase,arridan,955fc116,955fc116..92353212,ejercitado,1.9756,nuevo_atractor
socializariais,batalan,cba7fcec,cba7fcec..78a0ff02,fiscalizaremos,0.6746,nuevo_atractor
berbajo,distendidos,72f3c8cf,72f3c8cf..ae6459bd,escuadronare,1.0106,nuevo_atractor
saturnino,repanchigaban,498678a1,498678a1..dea72973,chismoseare,0.5799,nuevo_atractor
recitadores,revanchista,6644fecf,6644fecf..ca4f14c8,puristas,0.8521,nuevo_atractor
desatoras,matriz,a1244824,a1244824..284c82be,habrias,0.9591,nuevo_atractor
atesoraste,titiritais,ece74ade,ece74ade..31c1205f,brecemos,0.7489,nuevo_atractor
encartucharais,engonces,aaeff00a,aaeff00a..a9769555,tatuaron,0.6041,nuevo_atractor
titearen,encañado,9d43f62e,9d43f62e..459faaa1,sucos,0.7678,nuevo_atractor
desembrazabamos,enrejalasen,3c8dbb50,3c8dbb50..0b0a26f6,quijotadas,1.1765,nuevo_atractor
secuencian,pelonead,4d78723a,4d78723a..e3a05f55,secad,0.7102,nuevo_atractor
desovaras,traslaticia,e07d9e9f,e07d9e9f..4f93eb6b,faltase,1.2972,nuevo_atractor
ajetrees,aparrasemos,1c03d9f0,1c03d9f0..75f49146,eucariotas,1.5380,nuevo_atractor
acubilarias,padecimiento,5c6d2052,5c6d2052..95e341b8,desenjalmaren,0.7448,nuevo_atractor
desamparo,avanecera,f8e165e3,f8e165e3..54909db0,debrocaron,1.3353,nuevo_atractor
deshonorando,compadreara,8d0ac5e1,8d0ac5e1..116f92a2,hidrargiros,0.9994,nuevo_atractor
grencharas,atalante,6cfbd952,6cfbd952..dce8f500,margas,0.9348,nuevo_atractor
martillaras,felpearais,8baf4fc2,8baf4fc2..69b16953,colmase,1.6919,nuevo_atractor
enrarecen,alanzasemos,3b67f7f5,3b67f7f5..d78f7bc0,mujereabas,1.0561,nuevo_atractor
recondujeras,revistiereis,ab2be706,ab2be706..f8b7f601,susurraron,0.8802,nuevo_atractor
garramaron,carnearais,1b1b308a,1b1b308a..ce8be2d9,alismas,1.1734,nuevo_atractor
liberalismos,jeronimo,a1df267d,a1df267d..89cc41f4,cecinareis,0.6919,nuevo_atractor
reparados,peligrad,0d655ebe,0d655ebe..b51ea623,restablecere,0.7159,nuevo_atractor
postulasemos,languetear,289296d6,289296d6..a264e2fa,epitomadora,0.9989,nuevo_atractor
remontara,arrasaria,1dd64e1a,1dd64e1a..f431c820,reestrenada,1.2655,nuevo_atractor
prensamos,morid,52230e9f,52230e9f..6c8e5a25,mordaceara,1.0652,nuevo_atractor
interoceanicos,hidroxilada,ab34909e,ab34909e..f3b9baed,solventan,1.0922,nuevo_atractor
anteponed,truhaneaste,b80e60ab,b80e60ab..3a10bb6d,retortijaremos,0.6120,nuevo_atractor
macanearan,somatizaste,ef44432a,ef44432a..afb03cae,amordazaremos,0.7396,nuevo_atractor
acabalase,transvasases,327780d0,327780d0..20789888,narro,1.9918,nuevo_atractor
honradez,aficionaras,a114c746,a114c746..d984e4a8,destosiera,0.8878,nuevo_atractor
trabuquete,globalizaste,b2f63dbf,b2f63dbf..54739496,arepitas,1.2570,nuevo_atractor
deseosa,mitigareis,64a5528f,64a5528f..20b20907,supresiones,0.6410,nuevo_atractor
arroyaramos,almuercen,76568b3f,76568b3f..8210d9a8,reeditase,0.6119,nuevo_atractor
angelizo,troncando,ce9f10bb,ce9f10bb..423ca488,relinchasemos,0.5167,nuevo_atractor
trasmontabamos,alambrarais,469f8aee,469f8aee..fb17fffd,irrespeto,0.6434,nuevo_atractor
exhalada,penitenciarian,284bf8b6,284bf8b6..8b6338de,trocas,2.2243,nuevo_atractor
rapuzo,barrasteis,045cb504,045cb504..c051adaa,afascalad,1.3237,nuevo_atractor
impedimento,catalanizaba,f3e27970,f3e27970..5801a4d5,tiroteares,1.3048,nuevo_atractor
abarloaron,roncho,d1a66ba2,d1a66ba2..545eff0c,atornillaramos,0.7134,nuevo_atractor
desalagaremos,alobadado,714b47c2,714b47c2..17075ae9,atendedora,0.7495,nuevo_atractor
rebinaseis,destocas,fd34780b,fd34780b..342b82ef,entolados,0.6403,nuevo_atractor
sagus,versifico,20de80b5,20de80b5..c2ea9e36,acostando,0.7850,nuevo_atractor
subyugada,enteraramos,2aa10d11,2aa10d11..20600c3a,contramallemos,1.1150,nuevo_atractor
retranquearian,arrunflas,71aa4cae,71aa4cae..f30ccd60,rastrojaba,1.7901,nuevo_atractor
amauta,ensalmasen,7e52f45b,7e52f45b..f2bccbe3,gencianaceo,1.0419,nuevo_atractor
requisaremos,señalan,cd87f5e2,cd87f5e2..b4187ebb,posteariais,0.8968,nuevo_atractor
desatufarias,atribulasteis,cc7971d7,cc7971d7..d2bf6f5c,embarcaron,0.8926,nuevo_atractor
amusepase,cacharpaya,1ae44c1c,1ae44c1c..2f2b161b,asareasemos,1.1641,nuevo_atractor
ennobleciera,cebuano,270be191,270be191..19343d27,desafectaste,1.7112,nuevo_atractor
estibada,pateta,8ec4fb0e,8ec4fb0e..58850081,morceñas,0.7199,nuevo_atractor
reveladoras,peine,e8025af9,e8025af9..ecde8c04,escuadronare,0.9732,nuevo_atractor
reflectais,ejemplarizo,aab6f301,aab6f301..aae8223d,acentuarais,0.5793,nuevo_atractor
gajos,tercereado,18f3381c,18f3381c..8bd342df,barateen,0.7077,nuevo_atractor
cuadrupedo,migraron,c1c7937c,c1c7937c..2aafe26a,posteariais,0.8570,nuevo_atractor
hondeada,desglosabamos,71e646f3,71e646f3..c8b2cde8,engredaren,0.6291,nuevo_atractor
medo,encementases,a561fc40,a561fc40..fb5aa250,balastaras,1.0197,nuevo_atractor
alcorzabamos,turibuleis,7d68aab4,7d68aab4..18fbd380,regimentaba,1.4425,nuevo_atractor
engatillaremos,teofania,279d4c6d,279d4c6d..1fe95c7e,atauques,1.5209,nuevo_atractor
coordinadores,escarramanes,c6890830,c6890830..80450945,esdrujulizada,1.0245,nuevo_atractor
lucrais,chaperoneo,e27a427a,e27a427a..ce848345,aspillas,0.9043,nuevo_atractor
zamineis,rencaucharan,72883f1c,72883f1c..fea17f92,contramallemos,0.6476,nuevo_atractor
azaraste,autentificabais,8541feb6,8541feb6..bed5058b,contramallemos,0.9231,nuevo_atractor
amanojares,mitigabais,9715b851,9715b851..950be7e5,chotacabras,0.7489,nuevo_atractor
trisecare,desfogonasemos,f8c8efa0,f8c8efa0..80483708,onecerias,1.8008,nuevo_atractor
visibilizarian,contendras,9704d077,9704d077..cc680140,colmase,1.4168,nuevo_atractor
puñeteares,bocabarra,d6069ff8,d6069ff8..464dcd60,encunetaban,0.8902,nuevo_atractor
desordenaren,desaprenderas,37bcc6f4,37bcc6f4..a5e36054,vireo,1.6243,nuevo_atractor
mañerearon,desensartando,618bd8c7,618bd8c7..cb37d99f,sobrevivais,1.0119,nuevo_atractor
aseglararias,albear,b1f545a5,b1f545a5..bdf8af63,recambia,1.6793,nuevo_atractor
empuercaba,juncar,a03c1ac6,a03c1ac6..1dab8c4a,aconteceres,0.5492,nuevo_atractor
costalemos,esturo,bac41dee,bac41dee..3b6c7819,debrocaron,0.6965,nuevo_atractor
solazabais,prepearamos,cffadccd,cffadccd..12aafe23,drias,0.7431,nuevo_atractor
cubilaran,hidroxiladas,3be37ec7,3be37ec7..e5442d71,reenviais,2.0974,nuevo_atractor
expedientara,sufocasen,197deb1f,197deb1f..da6874e4,habrias,1.4355,nuevo_atractor
aseglararas,promediado,cc07433f,cc07433f..c0c4b893,mordaceara,1.5692,nuevo_atractor
partimiento,enmendaron,8231701b,8231701b..2c78677c,colmase,1.8764,nuevo_atractor
gulusmead,replicas,05b17d75,05b17d75..cb164342,cairelo,1.2255,nuevo_atractor
entomizarias,ajuglaraseis,f523212f,f523212f..b7c0ffed,mujereabas,1.3036,nuevo_atractor
premeditarian,badulaquear,260a2770,260a2770..e2c83fdb,fiscalizaremos,0.6338,nuevo_atractor
retoñeciese,destablaseis,53f50b07,53f50b07..5070a5e6,trompetearia,0.8571,nuevo_atractor
caracoladas,autenticadas,1e548c49,1e548c49..79b7fb66,religadas,0.8651,nuevo_atractor
pautarais,opacareis,4c06e15b,4c06e15b..5fea87a9,enresmaste,1.3617,nuevo_atractor
previniera,sonto,08a0eac0,08a0eac0..4b17b345,avanezco,0.8899,nuevo_atractor
arrunflan,dean,8e8010ca,8e8010ca..4c265a97,atauques,0.6785,nuevo_atractor
paredones,atajes,78a2534e,78a2534e..cfad5fd9,alebresteis,0.9736,nuevo_atractor
enguaraparian,alforces,8f91abe8,8f91abe8..1b620fda,puparemos,0.4492,nuevo_atractor
ferrador,sobrevolareis,124c9800,124c9800..6fd11ef6,tiroteares,0.9269,nuevo_atractor
fedegueis,pitillera,3d3dfc8e,3d3dfc8e..907bcf7d,botaneares,0.6566,nuevo_atractor
frameas,varamiento,41ed0ee1,41ed0ee1..f0063bf0,colmase,0.5567,nuevo_atractor
engarfiaban,aherrumbraran,f1fdb541,f1fdb541..1d917e44,enmarabamos,1.7413,nuevo_atractor
violacion,heleado,6ea4eb91,6ea4eb91..691fe50e,solistas,1.1399,nuevo_atractor
desaprobacion,dianche,0ab0be85,0ab0be85..4b841753,orifiques,0.6937,nuevo_atractor
demolias,irreligiosidades,a052f534,a052f534..02c70487,fungieres,0.5616,nuevo_atractor
jorobarian,ahuchasteis,cf7632ec,cf7632ec..040ad318,chismoseare,1.5834,nuevo_atractor
achicharronarais,bellas,5ce8ca1e,5ce8ca1e..2ae38b70,deslastrabais,0.7651,nuevo_atractor
emules,albayaldada,b450e41f,b450e41f..f942136e,tumultuaren,0.6352,nuevo_atractor
preciosismo,estereotipan,7a8cb340,7a8cb340..6923910c,desbasta,0.9939,nuevo_atractor
desaparcareis,tripulara,5d2d2b57,5d2d2b57..81c4996e,vejamos,1.5180,nuevo_atractor
avicolas,amontais,b2e1cbfc,b2e1cbfc..eb4e4e9f,engruesas,0.7655,nuevo_atractor
mazonearen,glaseaban,b0fd88fd,b0fd88fd..547703bc,tapiar,1.2425,nuevo_atractor
tripla,acuartillariamos,32a156fe,32a156fe..4c61ae73,enseraseis,0.8355,nuevo_atractor
cordelas,entrapabais,f8c087ec,f8c087ec..5fe71c5b,pechugona,0.6624,nuevo_atractor
renuncia,configuren,0848efa4,0848efa4..0c0670fb,coartabas,0.6434,nuevo_atractor
torreabais,supervivencias,89d594e6,89d594e6..5add51ec,cautivan,1.1631,nuevo_atractor
manferir,erosionables,f8b480b9,f8b480b9..1c8e05c5,inmutaria,0.5644,nuevo_atractor
campereaban,repelan,7183f252,7183f252..acdd2199,chismoseare,1.6227,nuevo_atractor
verificador,abaneen,11dead06,11dead06..368f2809,aspaventa,1.1315,nuevo_atractor
analizad,enmararas,3c984f95,3c984f95..fbc118bb,pteridofita,0.6242,nuevo_atractor
desmantecada,amaneciesen,5de8e370,5de8e370..b86766af,aromarais,0.5257,nuevo_atractor
uvillos,saboteador,f2b2f350,f2b2f350..fef9c0cc,taxaceos,1.9893,nuevo_atractor
aparecen,enjordanasemos,c1ff091e,c1ff091e..3a3ed347,engruesas,1.1603,nuevo_atractor
posibilistas,moldee,1eb0aca9,1eb0aca9..32275216,decelere,1.2262,nuevo_atractor
esclaviceis,deviniesemos,3de28534,3de28534..718338c5,colicueciera,1.3372,nuevo_atractor
tarrezcamos,rimbombarian,83c27f73,83c27f73..fd1b379d,concomiesen,2.2024,nuevo_atractor
simuladoras,raheces,c15583b2,c15583b2..4e8ca5f0,drias,0.6928,nuevo_atractor
emputecia,ruaba,21916f7b,21916f7b..72d1f356,faltase,0.5070,nuevo_atractor
poyal,problematizases,bf3dde04,bf3dde04..197df8f8,ibarreño,1.6984,nuevo_atractor
ensuelaria,adoquiera,05f0b5b0,05f0b5b0..815251f4,sancionadas,0.7289,nuevo_atractor
tempanaramos,empepareis,8c47a69d,8c47a69d..c5dbb3a9,colicueciera,0.7686,nuevo_atractor
hiperventilamos,ramonearias,b34e6811,b34e6811..a57249de,enconreasen,0.6522,nuevo_atractor
expatriad,acabas,22f26680,22f26680..b417ed5b,tapiar,1.4140,nuevo_atractor
circundarian,huaqueases,964d0504,964d0504..d59700ed,desparvaren,0.6242,nuevo_atractor
desnutrire,salomaren,2548b33d,2548b33d..9c9355dd,concomiesen,1.1552,nuevo_atractor
angulabamos,sanscritos,5267562e,5267562e..89993481,contramallemos,2.1187,nuevo_atractor
indaguen,recosen,d8b5c688,d8b5c688..a9b1adff,secad,0.4584,nuevo_atractor
insuflarian,cabriolas,02bf6a43,02bf6a43..691969a2,boyarias,1.2805,nuevo_atractor
ondeare,rocambolescas,f7e1bf6d,f7e1bf6d..037af2da,gestionemos,0.8745,nuevo_atractor
familiarizaste,enjorquetasen,d3f8b035,d3f8b035..054cc2be,desaprendierais,0.4465,nuevo_atractor
fusiones,tecleariais,b1e405fe,b1e405fe..650c4872,cutusa,0.4924,nuevo_atractor
pedaleabas,ahajarian,023dc599,023dc599..7df5269b,guajes,0.8632,nuevo_atractor
polida,recoveros,fe78d99c,fe78d99c..cba51efa,currican,0.9155,nuevo_atractor
relativizado,acalabrotais,7173ba15,7173ba15..e928e892,enladrillaran,0.7060,nuevo_atractor
oscurecer,chungueaba,d9259af9,d9259af9..4b4ad17c,desaprobaras,0.6320,nuevo_atractor
disipan,somorgujareis,ee591a54,ee591a54..82d048b5,chapuzases,1.0191,nuevo_atractor
desalaramos,circunscribiria,514b7738,514b7738..71f1cf07,temera,1.6456,nuevo_atractor
pregonaron,trapacista,170712fe,170712fe..f1c03bd0,toalleros,2.0349,nuevo_atractor
contuvisteis,enmarañada,633efd03,633efd03..3546a7f8,arreciad,0.9374,nuevo_atractor
ideograficas,piretologia,3702f592,3702f592..ab043d24,hallareis,0.8105,nuevo_atractor
fistulaciones,sortiaria,119eb6d6,119eb6d6..cb094ec8,descrecerias,1.2753,nuevo_atractor
ajudiada,contramallabas,e69f6198,e69f6198..c8847ff0,isogeotermas,0.9462,nuevo_atractor
deshaces,enlozanais,af784234,af784234..65f39d1e,fatalicemos,2.2332,nuevo_atractor
acordonad,deshermanaba,920e1e59,920e1e59..3995c24e,aricareis,2.0399,nuevo_atractor
afelpo,substituyeron,fdbf75ad,fdbf75ad..d271e83d,trociscasen,0.4791,nuevo_atractor
falconetes,chicale,81e3ed69,81e3ed69..4a152e63,contramallemos,1.0504,nuevo_atractor
suicidaseis,fantaseados,5525110d,5525110d..d89824e1,jitariamos,0.7396,nuevo_atractor
lenificamos,empaqueto,8c672fe5,8c672fe5..c42e2514,semasiologia,0.9538,nuevo_atractor
gañidos,crujis,ed4e8b74,ed4e8b74..880f3c69,avanezco,1.3184,nuevo_atractor
fragmentaciones,encurdelaras,a5feb2ae,a5feb2ae..c0b6f7fb,deszocare,0.8227,nuevo_atractor
gorgas,trullasen,10c4dac8,10c4dac8..9a589052,aguachabas,0.6748,nuevo_atractor
alborotar,enastilais,a7b7f334,a7b7f334..dfb3b2b3,chotacabras,0.9679,nuevo_atractor
chorear,venguen,3f5627ec,3f5627ec..d69cdd6c,ejercitado,1.3268,nuevo_atractor
zutujil,mahometizaseis,4504d5a7,4504d5a7..b87817b4,adonizais,0.7920,nuevo_atractor
palaciegas,indultasen,9372cfae,9372cfae..6d7dca51,desagotamos,0.9524,nuevo_atractor
radioterapicos,habituadas,0c847b51,0c847b51..31d64bc9,valsando,1.6074,nuevo_atractor
estamperos,drenases,0739ab88,0739ab88..d7927b6d,enrocaran,0.6547,nuevo_atractor
madroñera,recuraremos,26fed5a9,26fed5a9..f57d0417,faltase,0.5464,nuevo_atractor
escocheraran,armando,f87e6622,f87e6622..b43a0488,tapiar,0.9712,nuevo_atractor
encendrara,apestaras,36e4f82f,36e4f82f..fa7617ea,barroquizantes,0.7965,nuevo_atractor
coyotearas,apaular,5ccd3fdc,5ccd3fdc..79e81774,negociacion,2.0480,nuevo_atractor
llubina,damnificaron,a8027e5f,a8027e5f..ffdad365,controvirtio,1.7277,nuevo_atractor
despezonarian,antitermicos,7222fc77,7222fc77..4959c11d,mordaceara,1.2998,nuevo_atractor
estambre,retoste,eab0accc,eab0accc..69fa060a,entolados,1.4545,nuevo_atractor
amarinaramos,arrastrariamos,db8dfddf,db8dfddf..317d380d,embarcaron,0.8681,nuevo_atractor
rugio,realquilasemos,e0f65c6d,e0f65c6d..6fbb929b,aguachabas,1.0800,nuevo_atractor
tartamudeabais,carmenariamos,fd028bd5,fd028bd5..fdc7484e,celados,0.7317,nuevo_atractor
zapateemos,cronometre,a3f8c26d,a3f8c26d..bf4cbb3b,volteada,0.8009,nuevo_atractor
jefaturas,interferir,1adf9377,1adf9377..c57b7b7e,senderes,0.6736,nuevo_atractor
aparroquie,equinoccial,1cd0a54d,1cd0a54d..5fdfd049,abarrancaras,0.6670,nuevo_atractor
arrastramiento,erutabamos,8bdff11c,8bdff11c..94fdf7a3,aricareis,1.4272,nuevo_atractor
afondasen,recolectaras,a305087e,a305087e..bc410663,religadas,1.9362,nuevo_atractor
desentejases,condoleremos,52fa8d78,52fa8d78..01a129c5,epitomadora,1.0845,nuevo_atractor
brindados,dorsal,404f1cdb,404f1cdb..015dd1ad,apiñaron,0.4289,nuevo_atractor
anhelacion,nortees,b6f4f8e5,b6f4f8e5..f866bd61,americaniza,1.0031,nuevo_atractor
escandallaba,apelambramos,4feaf721,4feaf721..47198efe,senderes,0.6399,nuevo_atractor
desquejaste,talentosas,2bcc96e2,2bcc96e2..898f8cfc,maridaste,1.3109,nuevo_atractor
tembladerilla,teurgicos,22855351,22855351..666d175e,desazogad,0.6051,nuevo_atractor
renvalsan,destiñeramos,44f8704d,44f8704d..a1d7af15,albuminariais,1.5596,nuevo_atractor
rielaremos,cuerezuelo,c6fb4195,c6fb4195..bc35d2e0,retortijaremos,0.5636,nuevo_atractor
enrabiaseis,encuestaba,3735a10a,3735a10a..e77c4af6,nantareis,0.6984,nuevo_atractor
hidrante,socolloneara,82f3dc9d,82f3dc9d..da54b9e1,enseraseis,1.3369,nuevo_atractor
pichagueros,trecenos,1820f4ea,1820f4ea..63fcb6e6,tatuaron,0.5710,nuevo_atractor
esperpentizaban,enjitomates,de075162,de075162..a2679223,asonasemos,0.9574,nuevo_atractor
cartometro,grinaldes,82a4e469,82a4e469..297ac682,cecinareis,0.6861,nuevo_atractor
desembotases,pianta,86a565ed,86a565ed..d4a1ab62,engruesas,0.5925,nuevo_atractor
aseglarizareis,tejias,f4ccf11d,f4ccf11d..32491954,atauques,1.2012,nuevo_atractor
avellanes,croscitaste,53aae230,53aae230..7d40905b,reditual,1.4440,nuevo_atractor
cambrayones,instilando,75f6f601,75f6f601..85a9e5d6,atauques,0.4265,nuevo_atractor
insolentas,lengueteaste,981c70b4,981c70b4..06ea3711,pitorrea,0.8200,nuevo_atractor
redhibieran,rumoreabais,da4374b7,da4374b7..0dc759ae,encalichamos,0.8299,nuevo_atractor
distorsionamos,almodovareña,ebd8374a,ebd8374a..0a7f2de8,fosforita,0.7515,nuevo_atractor
desamoldara,chapurreado,00e8aab8,00e8aab8..9b5f3d82,cutusa,0.5179,nuevo_atractor
educadora,aligeraremos,e08bf825,e08bf825..199e0756,toalleros,1.0396,nuevo_atractor
malograsemos,adjudicamos,643a9d1e,643a9d1e..beaf1740,alcantarillad,0.6834,nuevo_atractor
encorujaria,salmueraras,78f8bc32,78f8bc32..5db8b80d,compungidas,1.7738,nuevo_atractor
