Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Beauty,Matter,Chaos,2.6797
Fractal,Void,Death,4.0722
Fractal,Space,Power,0.7837
Geometry,Gravity,Power,1.2557
Truth,Darkness,Silence,1.4276
Darkness,Fractal,Power,1.1389
Matter,Soul,Truth,4.3716
Life,Death,Power,1.3842
Order,Fractal,Noise,1.3934
Matter,Void,Time,4.2608
Truth,Silence,Power,1.0216
Entropy,Geometry,Light,1.7234
Logic,Mind,Truth,4.2502
Gravity,Silence,Chaos,4.2996
Energy,Mind,Truth,4.1981
Beauty,Logic,Chaos,1.9535
Silence,Fractal,Chaos,4.1523
Soul,Chaos,Power,3.3116
Matter,Order,Power,4.3348
Chaos,Matter,Silence,1.3590
Time,Void,Chaos,2.2649
Noise,Mind,Death,2.7087
Mind,Time,Noise,2.0089
Power,Matter,Geometry,1.5908
Mind,Space,Power,1.1365
Silence,Gravity,Chaos,4.2996
Light,Entropy,Power,1.0597
Soul,Logic,Truth,4.3758
Noise,Silence,Chaos,1.9672
Order,Logic,Power,3.0240
Death,Logic,Silence,2.0096
Chaos,Beauty,Silence,2.6342
Time,Logic,Silence,2.9283
Gravity,Soul,Chaos,4.3995
Entropy,Void,Power,1.0247
Silence,Void,Death,2.0930
Order,Beauty,Power,2.9475
Death,Time,Beauty,4.2028
Energy,Soul,Truth,3.2747
Space,Power,Darkness,1.4353
Mind,Geometry,Power,1.0250
Truth,Energy,Power,1.2269
Beauty,Gravity,Death,3.5245
Light,Void,Power,0.9016
Logic,Soul,Truth,4.3758
Life,Gravity,Chaos,1.8313
Life,Chaos,Power,0.7531
Time,Geometry,Power,1.3173
Space,Void,Power,1.1094
Chaos,Geometry,Power,1.0226
Chaos,Silence,Beauty,4.2702
Life,Space,Power,0.9829
Matter,Death,Power,1.3059
Time,Fractal,Gravity,3.7435
Matter,Entropy,Power,1.0246
Chaos,Space,Power,0.7193
Entropy,Order,Light,2.1936
Energy,Space,Power,1.0709
Soul,Time,Power,2.5748
Chaos,Beauty,Silence,2.6342
Darkness,Soul,Power,1.1775
Silence,Void,Death,2.0930
Space,Chaos,Power,0.7193
Darkness,Space,Power,0.9519
Gravity,Life,Chaos,1.8313
Energy,Power,Space,1.5816
Beauty,Death,Gravity,2.5503
Mind,Order,Power,0.9403
Geometry,Entropy,Light,1.7234
Fractal,Energy,Death,2.3485
Mind,Darkness,Power,1.5329
Matter,Truth,Power,1.2191
Light,Order,Chaos,4.1423
Logic,Truth,Power,1.0549
Gravity,Death,Beauty,3.9932
Geometry,Soul,Power,1.4558
Void,Truth,Noise,1.7162
Entropy,Gravity,Time,4.2145
Logic,Energy,Truth,3.8355
Noise,Truth,Power,1.0711
Mind,Darkness,Power,1.5329
Truth,Logic,Power,1.0549
Power,Logic,Geometry,1.5978
Order,Truth,Silence,2.2738
Energy,Light,Power,0.7707
Beauty,Silence,Chaos,2.7515
Logic,Time,Silence,2.9283
Light,Energy,Power,0.7707
Mind,Noise,Death,2.7087
Noise,Logic,Power,0.8736
Space,Gravity,Power,0.8553
Death,Noise,Beauty,2.4102
Truth,Fractal,Power,1.0759
Fractal,Beauty,Death,2.9919
Beauty,Matter,Chaos,2.6797
Time,Darkness,Power,1.1298
Fractal,Light,Power,1.0272
Power,Void,Geometry,1.6482
Matter,Chaos,Silence,1.3590
Noise,Gravity,Death,2.7163
Soul,Matter,Truth,4.3716
Life,Fractal,Truth,3.9896
Silence,Order,Power,1.0099
Beauty,Geometry,Power,1.3933
Gravity,Time,Fractal,3.7357
Death,Light,Power,1.0841
Matter,Darkness,Power,1.3994
Energy,Space,Power,1.0709
Fractal,Entropy,Gravity,3.3061
Space,Silence,Power,1.0063
Truth,Silence,Power,1.0216
Life,Entropy,Power,0.7669
Geometry,Entropy,Light,1.7234
Matter,Death,Power,1.3059
Power,Life,Chaos,1.5787
Gravity,Space,Power,0.8553
Void,Mind,Truth,4.3523
Time,Silence,Chaos,4.3078
Energy,Matter,Truth,3.2528
Light,Beauty,Power,2.6510
Darkness,Entropy,Power,0.7358
Space,Mind,Power,1.1365
Soul,Light,Power,1.0254
Gravity,Energy,Power,1.3365
Soul,Energy,Truth,3.2747
Power,Silence,Energy,1.3954
Geometry,Beauty,Power,1.3933
Entropy,Silence,Power,1.0313
Silence,Gravity,Chaos,4.2996
Space,Entropy,Power,0.9201
Mind,Time,Noise,2.0089
Power,Entropy,Space,1.3973
Geometry,Silence,Noise,1.5584
Geometry,Logic,Power,1.0082
Truth,Silence,Power,1.0216
Matter,Fractal,Death,3.1484
Entropy,Energy,Power,1.0467
Light,Entropy,Power,1.0597
Noise,Order,Power,0.7099
Truth,Fractal,Power,1.0759
Mind,Darkness,Power,1.5329
Energy,Death,Power,1.2735
Chaos,Fractal,Gravity,3.9789
Darkness,Geometry,Noise,1.3489
Order,Beauty,Power,2.9475
Beauty,Entropy,Noise,2.0962
Time,Matter,Silence,1.3840
Chaos,Truth,Power,1.1487
Chaos,Death,Silence,3.1158
Soul,Space,Power,0.9293
Beauty,Death,Gravity,2.5503
Beauty,Darkness,Power,1.0649
Fractal,Energy,Death,2.3485
Geometry,Order,Noise,1.6323
Time,Light,Power,1.0485
Order,Light,Chaos,4.1423
Silence,Space,Power,1.0063
Gravity,Noise,Death,2.7163
Mind,Silence,Power,1.0384
Logic,Death,Silence,2.0096
Truth,Space,Power,0.8807
Mind,Light,Power,1.2578
Void,Truth,Noise,1.7162
Geometry,Silence,Noise,1.5584
Beauty,Death,Gravity,2.5503
Truth,Time,Entropy,4.3426
Logic,Light,Power,3.1205
Time,Fractal,Gravity,3.7435
Time,Light,Power,1.0485
Space,Truth,Power,0.8807
Soul,Void,Truth,4.3699
Order,Logic,Power,3.0240
Void,Noise,Power,0.9708
Time,Death,Beauty,4.2028
Space,Matter,Power,1.1011
Space,Life,Power,0.9829
Silence,Soul,Power,1.2595
Energy,Geometry,Power,1.1608
Truth,Space,Power,0.8807
Chaos,Gravity,Fractal,4.0090
Fractal,Energy,Death,2.3485
Chaos,Death,Silence,3.1158
Death,Power,Energy,1.4392
Fractal,Time,Gravity,3.7435
Energy,Soul,Truth,3.2747
Death,Soul,Power,0.9767
Death,Power,Energy,1.4392
Noise,Soul,Power,1.3820
Noise,Energy,Power,1.0066
Chaos,Void,Silence,1.9427
Soul,Life,Truth,4.1859
Truth,Chaos,Power,1.1487
Void,Power,Geometry,1.6482
Noise,Entropy,Death,2.6702
Matter,Logic,Time,4.0450
Silence,Truth,Power,1.0216
Light,Chaos,Power,1.0247
Matter,Noise,Power,0.7258
Matter,Entropy,Power,1.0246
Silence,Fractal,Chaos,4.1523
Silence,Power,Energy,1.3954
Fractal,Soul,Truth,4.0839
Death,Soul,Power,0.9767
Death,Fractal,Beauty,3.5782
Void,Darkness,Noise,1.3777
Power,Matter,Geometry,1.5908
Mind,Fractal,Death,3.9623
Logic,Time,Silence,2.9283
Time,Life,Power,0.9508
Silence,Power,Energy,1.3954
Truth,Void,Noise,1.7162
Time,Logic,Silence,2.9283
Space,Silence,Power,1.0063
Time,Order,Noise,1.4427
Beauty,Truth,Power,1.1380
Noise,Geometry,Power,1.0246
Death,Entropy,Time,4.1228
Geometry,Order,Noise,1.6323
Order,Life,Noise,1.0042
Fractal,Death,Beauty,3.5782
Soul,Fractal,Truth,4.0839
Life,Mind,Truth,4.3713
Energy,Mind,Truth,4.1981
Mind,Light,Power,1.2578
Matter,Darkness,Power,1.3994
Time,Energy,Power,1.0880
Gravity,Chaos,Fractal,4.0090
Geometry,Entropy,Light,1.7234
Silence,Life,Noise,1.5748
Mind,Power,Geometry,1.6173
Light,Darkness,Power,1.0422
Noise,Fractal,Death,2.2315
Darkness,Space,Power,0.9519
Logic,Fractal,Death,3.9505
Matter,Void,Time,4.2608
Mind,Beauty,Death,2.1388
Entropy,Energy,Power,1.0467
Energy,Noise,Power,1.0066
Silence,Beauty,Chaos,2.7515
Energy,Soul,Truth,3.2747
Order,Soul,Light,1.7689
Mind,Geometry,Power,1.0250
Entropy,Order,Light,2.1936
Energy,Soul,Truth,3.2747
Life,Matter,Truth,4.3647
Entropy,Power,Space,1.3973
Order,Darkness,Noise,1.5727
Matter,Chaos,Silence,1.3590
Chaos,Life,Power,0.7531
Power,Truth,Space,1.3902
Chaos,Time,Gravity,4.1501
Light,Space,Power,1.0853
Gravity,Order,Noise,1.5942
Darkness,Beauty,Power,1.0649
Energy,Light,Power,0.7707
Entropy,Power,Space,1.3973
Fractal,Noise,Death,2.2315
Noise,Geometry,Power,1.0246
Soul,Silence,Power,1.2595
Matter,Energy,Truth,3.2528
Geometry,Power,Energy,1.4171
Entropy,Beauty,Noise,2.0962
Power,Silence,Energy,1.3954
Gravity,Darkness,Power,0.9610
Darkness,Silence,Power,1.0949
Entropy,Power,Space,1.3973
Space,Darkness,Power,0.9519
Logic,Silence,Chaos,2.5902
Power,Beauty,Energy,1.3926
Logic,Truth,Power,1.0549
Space,Noise,Power,1.0252
Geometry,Fractal,Power,1.1557
Gravity,Time,Fractal,3.7357
Gravity,Silence,Chaos,4.2996
Fractal,Chaos,Gravity,3.9789
Silence,Truth,Power,1.0216
Fractal,Silence,Chaos,4.1523
Mind,Chaos,Power,1.0267
Noise,Soul,Power,1.3820
Mind,Noise,Death,2.7087
Power,Logic,Geometry,1.5978
Beauty,Darkness,Power,1.0649
Chaos,Noise,Silence,3.1409
Space,Darkness,Power,0.9519
Entropy,Darkness,Power,0.7358
Power,Silence,Energy,1.3954
Power,Void,Geometry,1.6482
Logic,Soul,Truth,4.3758
Chaos,Gravity,Fractal,4.0090
Space,Life,Power,0.9829
Soul,Gravity,Chaos,4.3995
Power,Order,Energy,1.4731
Time,Power,Space,1.3780
Gravity,Silence,Chaos,4.2996
Power,Energy,Space,1.5816
Truth,Time,Entropy,4.3426
Truth,Order,Silence,2.2738
Silence,Gravity,Chaos,4.2996
Noise,Chaos,Silence,3.1409
Death,Entropy,Time,4.1228
Power,Entropy,Space,1.3973
Geometry,Chaos,Power,1.0226
Void,Silence,Death,2.0930
Time,Truth,Entropy,4.3426
Logic,Mind,Truth,4.2502
Beauty,Mind,Death,2.1388
Noise,Fractal,Death,2.2315
Noise,Mind,Death,2.7087
Light,Geometry,Power,1.0509
Silence,Noise,Chaos,1.9672
Mind,Matter,Truth,4.0707
Soul,Time,Power,2.5748
Chaos,Life,Power,0.7531
Noise,Life,Power,1.0248
Beauty,Gravity,Death,3.5245
Silence,Time,Chaos,4.3078
Beauty,Space,Power,1.0820
Time,Power,Space,1.3780
Soul,Geometry,Power,1.4558
Mind,Logic,Truth,4.2502
Noise,Geometry,Power,1.0246
Gravity,Entropy,Time,4.2145
Geometry,Logic,Power,1.0082
Life,Death,Power,1.3842
Life,Power,Chaos,1.5787
Matter,Gravity,Death,1.3929
Silence,Darkness,Power,1.0949
Death,Chaos,Silence,3.1158
Beauty,Truth,Power,1.1380
Power,Truth,Space,1.3902
Space,Fractal,Power,0.7837
Light,Fractal,Power,1.0272
Void,Fractal,Death,4.0722
Darkness,Beauty,Power,1.0649
Power,Darkness,Space,1.4405
Energy,Death,Power,1.2735
Beauty,Mind,Death,2.1388
Chaos,Power,Space,1.4065
Mind,Death,Noise,2.4772
Noise,Mind,Death,2.7087
Silence,Logic,Chaos,2.5902
Chaos,Space,Power,0.7193
Noise,Power,Energy,1.3907
Noise,Space,Power,1.0252
Silence,Energy,Power,1.0289
Beauty,Energy,Power,0.9117
Gravity,Noise,Death,2.7163
Life,Geometry,Noise,2.4273
Space,Beauty,Power,1.0820
Order,Life,Noise,1.0042
Darkness,Life,Power,1.5189
Beauty,Mind,Death,2.1388
Entropy,Soul,Truth,3.3272
Truth,Chaos,Power,1.1487
Time,Fractal,Gravity,3.7435
Noise,Light,Power,0.7088
Truth,Logic,Power,1.0549
Time,Gravity,Fractal,3.7357
Space,Energy,Power,1.0709
Geometry,Space,Power,1.0623
Order,Time,Noise,1.4427
Mind,Gravity,Death,2.8915
Silence,Fractal,Chaos,4.1523
Life,Darkness,Power,1.5189
Entropy,Mind,Noise,2.8055
Chaos,Entropy,Power,1.9651
Beauty,Darkness,Power,1.0649
Noise,Logic,Power,0.8736
Chaos,Light,Power,1.0247
Matter,Time,Silence,1.3840
Chaos,Light,Power,1.0247
Void,Order,Chaos,2.6251
Darkness,Geometry,Noise,1.3489
Life,Silence,Noise,1.5748
Entropy,Silence,Power,1.0313
Gravity,Life,Chaos,1.8313
Soul,Chaos,Power,3.3116
Entropy,Soul,Truth,3.3272
Entropy,Logic,Power,1.0247
Geometry,Space,Power,1.0623
Void,Silence,Death,2.0930
Death,Logic,Silence,2.0096
Light,Soul,Power,1.0254
Geometry,Power,Energy,1.4171
Gravity,Death,Beauty,3.9932
Beauty,Energy,Power,0.9117
Darkness,Gravity,Power,0.9610
Geometry,Time,Power,1.3173
Power,Truth,Space,1.3902
Noise,Mind,Death,2.7087
Space,Geometry,Power,1.0623
Space,Truth,Power,0.8807
Soul,Gravity,Chaos,4.3995
Life,Time,Power,0.9508
Darkness,Mind,Power,1.5329
Darkness,Geometry,Noise,1.3489
Death,Space,Power,1.0233
Life,Order,Noise,1.0042
Logic,Light,Power,3.1205
Death,Void,Silence,1.8691
Death,Matter,Power,1.3059
Energy,Void,Entropy,3.9529
Space,Silence,Power,1.0063
Light,Noise,Power,0.7088
Life,Mind,Truth,4.3713
Power,Silence,Energy,1.3954
Time,Light,Power,1.0485
Beauty,Logic,Chaos,1.9535
Logic,Time,Silence,2.9283
Void,Space,Power,1.1094
Void,Fractal,Death,4.0722
Matter,Mind,Truth,4.0707
Death,Gravity,Beauty,3.9932
Chaos,Darkness,Power,0.8423
Entropy,Time,Death,4.0825
Light,Beauty,Power,2.6510
Darkness,Power,Space,1.4405
Logic,Death,Silence,2.0096
Order,Entropy,Light,2.1936
Chaos,Noise,Silence,3.1409
Order,Gravity,Noise,1.5942
Void,Matter,Time,4.2608
Silence,Energy,Power,1.0289
Energy,Chaos,Power,1.0250
Fractal,Energy,Death,2.3485
Matter,Fractal,Death,3.1484
Space,Life,Power,0.9829
Void,Order,Chaos,2.6251
Logic,Darkness,Power,1.5036
Light,Noise,Power,0.7088
Beauty,Space,Power,1.0820
Geometry,Light,Power,1.0509
Death,Gravity,Beauty,3.9932
Fractal,Life,Truth,3.9896
Death,Power,Energy,1.4392
Death,Noise,Beauty,2.4102
Energy,Truth,Power,1.2269
Light,Logic,Power,3.1205
Death,Soul,Power,0.9767
Time,Beauty,Death,3.1961
Truth,Matter,Power,1.2191
Noise,Mind,Death,2.7087
Chaos,Darkness,Power,0.8423
Light,Gravity,Power,1.0245
Geometry,Beauty,Power,1.3933
Life,Gravity,Chaos,1.8313
Life,Energy,Truth,4.0831
Silence,Energy,Power,1.0289
Geometry,Silence,Noise,1.5584
Time,Logic,Silence,2.9283
Void,Power,Geometry,1.6482
Space,Beauty,Power,1.0820
Life,Matter,Truth,4.3647
Beauty,Truth,Power,1.1380
Energy,Death,Power,1.2735
Entropy,Truth,Death,4.3601
Energy,Matter,Truth,3.2528
Darkness,Energy,Power,1.3198
Life,Soul,Truth,4.1859
Void,Order,Chaos,2.6251
Mind,Space,Power,1.1365
Matter,Mind,Truth,4.0707
Mind,Noise,Death,2.7087
Energy,Soul,Truth,3.2747
Logic,Silence,Chaos,2.5902
Mind,Life,Truth,4.3713
Noise,Order,Power,0.7099
Fractal,Soul,Truth,4.0839
Beauty,Truth,Power,1.1380
Death,Fractal,Beauty,3.5782
Silence,Geometry,Noise,1.5584
Power,Darkness,Space,1.4405
Fractal,Geometry,Power,1.1557
Logic,Chaos,Silence,2.4779
Truth,Logic,Power,1.0549
Power,Noise,Energy,1.3907
Life,Time,Power,0.9508
Energy,Power,Space,1.5816
Mind,Death,Noise,2.4772
Void,Matter,Time,4.2608
Death,Gravity,Beauty,3.9932
Death,Darkness,Silence,1.2488
Space,Order,Power,1.2000
Time,Silence,Chaos,4.3078
Gravity,Energy,Power,1.3365
Order,Energy,Power,1.3437
Truth,Silence,Power,1.0216
Beauty,Life,Power,1.0362
Life,Mind,Truth,4.3713
Matter,Geometry,Power,1.0253
Soul,Time,Power,2.5748
Geometry,Soul,Power,1.4558
Beauty,Light,Power,2.6510
Matter,Soul,Truth,4.3716
Geometry,Entropy,Light,1.7234
Space,Entropy,Power,0.9201
Void,Energy,Entropy,3.9529
Life,Soul,Truth,4.1859
Death,Energy,Power,1.2735
Darkness,Geometry,Noise,1.3489
Power,Silence,Energy,1.3954
Matter,Energy,Truth,3.2528
Silence,Geometry,Noise,1.5584
Life,Space,Power,0.9829
Life,Fractal,Truth,3.9896
Time,Life,Power,0.9508
Life,Silence,Noise,1.5748
Beauty,Order,Power,2.9475
Light,Fractal,Power,1.0272
Void,Gravity,Chaos,2.2528
Light,Darkness,Power,1.0422
Soul,Logic,Truth,4.3758
Void,Energy,Entropy,3.9529
Life,Light,Power,1.0357
Darkness,Truth,Silence,1.4276
Time,Entropy,Death,4.0825
Order,Logic,Power,3.0240
Beauty,Logic,Chaos,1.9535
Order,Fractal,Noise,1.3934
Silence,Soul,Power,1.2595
Mind,Fractal,Death,3.9623
Gravity,Geometry,Power,1.2557
Noise,Entropy,Death,2.6702
Death,Energy,Power,1.2735
Order,Mind,Power,0.9403
Noise,Fractal,Death,2.2315
Geometry,Void,Noise,2.4969
Logic,Entropy,Power,1.0247
Chaos,Fractal,Gravity,3.9789
Death,Matter,Power,1.3059
Logic,Noise,Power,0.8736
Space,Geometry,Power,1.0623
Order,Truth,Silence,2.2738
Time,Darkness,Power,1.1298
Space,Entropy,Power,0.9201
Space,Light,Power,1.0853
Fractal,Light,Power,1.0272
Fractal,Order,Noise,1.3934
Geometry,Beauty,Power,1.3933
Silence,Geometry,Noise,1.5584
Geometry,Logic,Power,1.0082
Darkness,Light,Power,1.0422
Void,Power,Geometry,1.6482
Power,Mind,Geometry,1.6173
Truth,Death,Entropy,4.3976
Geometry,Void,Noise,2.4969
Fractal,Mind,Death,3.9623
Fractal,Space,Power,0.7837
Beauty,Energy,Power,0.9117
Entropy,Time,Death,4.0825
Power,Entropy,Space,1.3973
Matter,Silence,Power,1.4272
Truth,Geometry,Noise,1.4314
Void,Matter,Time,4.2608
Entropy,Soul,Truth,3.3272
Void,Death,Silence,1.8691
Truth,Power,Space,1.3902
Gravity,Darkness,Power,0.9610
Mind,Void,Truth,4.3523
Entropy,Order,Light,2.1936
Geometry,Power,Energy,1.4171
Noise,Geometry,Power,1.0246
Entropy,Geometry,Light,1.7234
Geometry,Beauty,Power,1.3933
Silence,Order,Power,1.0099
Soul,Noise,Power,1.3820
Matter,Silence,Power,1.4272
Entropy,Geometry,Light,1.7234
Matter,Beauty,Chaos,2.6797
Light,Order,Chaos,4.1423
Silence,Soul,Power,1.2595
Darkness,Silence,Power,1.0949
Death,Matter,Power,1.3059
Death,Life,Power,1.3842
Soul,Time,Power,2.5748
Void,Energy,Entropy,3.9529
Light,Space,Power,1.0853
Death,Noise,Beauty,2.4102
Order,Mind,Power,0.9403
Mind,Entropy,Noise,2.8055
Matter,Life,Truth,4.3647
Power,Life,Chaos,1.5787
Time,Noise,Death,1.9642
Time,Chaos,Gravity,4.1501
Time,Void,Chaos,2.2649
Power,Time,Space,1.3780
Energy,Chaos,Power,1.0250
Darkness,Time,Power,1.1298
Fractal,Chaos,Gravity,3.9789
Entropy,Logic,Power,1.0247
Power,Mind,Geometry,1.6173
Space,Noise,Power,1.0252
Fractal,Noise,Death,2.2315
Death,Soul,Power,0.9767
Space,Soul,Power,0.9293
Noise,Fractal,Death,2.2315
Silence,Life,Noise,1.5748
Silence,Power,Energy,1.3954
Matter,Space,Power,1.1011
Energy,Space,Power,1.0709
Beauty,Power,Energy,1.3926
Soul,Noise,Power,1.3820
Entropy,Silence,Power,1.0313
Void,Matter,Time,4.2608
Geometry,Matter,Power,1.0253
Fractal,Silence,Chaos,4.1523
Geometry,Gravity,Power,1.2557
Space,Entropy,Power,0.9201
Space,Darkness,Power,0.9519
Logic,Death,Silence,2.0096
Mind,Logic,Truth,4.2502
Entropy,Truth,Death,4.3601
Fractal,Void,Death,4.0722
Void,Soul,Truth,4.3699
Matter,Fractal,Death,3.1484
Death,Matter,Power,1.3059
Mind,Void,Truth,4.3523
Power,Mind,Geometry,1.6173
Matter,Void,Time,4.2608
Mind,Soul,Truth,4.3714
Space,Noise,Power,1.0252
Beauty,Fractal,Death,2.9919
Gravity,Light,Power,1.0245
Light,Death,Power,1.0841
Space,Chaos,Power,0.7193
Soul,Truth,Power,1.1040
Power,Fractal,Chaos,1.5892
Life,Order,Noise,1.0042
Noise,Time,Death,1.9642
Void,Light,Power,0.9016
Truth,Entropy,Death,4.3601
Space,Silence,Power,1.0063
Space,Mind,Power,1.1365
Gravity,Fractal,Time,3.7406
Mind,Noise,Death,2.7087
Life,Geometry,Noise,2.4273
Entropy,Life,Power,0.7669
Fractal,Entropy,Gravity,3.3061
Mind,Soul,Truth,4.3714
Gravity,Mind,Death,2.8915
Soul,Silence,Power,1.2595
Order,Energy,Power,1.3437
Power,Entropy,Space,1.3973
Truth,Light,Power,1.1572
Time,Chaos,Gravity,4.1501
Order,Power,Energy,1.4731
Space,Order,Power,1.2000
Power,Void,Geometry,1.6482
Soul,Fractal,Truth,4.0839
Time,Soul,Power,2.5748
Beauty,Energy,Power,0.9117
Chaos,Logic,Silence,2.4779
Death,Order,Noise,2.6193
Time,Energy,Power,1.0880
Void,Order,Chaos,2.6251
Space,Chaos,Power,0.7193
Truth,Space,Power,0.8807
Gravity,Fractal,Time,3.7406
Entropy,Truth,Death,4.3601
Silence,Soul,Power,1.2595
Geometry,Space,Power,1.0623
Truth,Entropy,Death,4.3601
Death,Mind,Noise,2.4772
Truth,Chaos,Power,1.1487
Soul,Energy,Truth,3.2747
Chaos,Darkness,Power,0.8423
Gravity,Life,Chaos,1.8313
Void,Time,Chaos,2.2649
Chaos,Silence,Beauty,4.2702
Time,Darkness,Power,1.1298
Life,Order,Noise,1.0042
Light,Matter,Power,4.3255
Geometry,Chaos,Power,1.0226
Energy,Space,Power,1.0709
Soul,Beauty,Power,1.5116
Chaos,Geometry,Power,1.0226
Soul,Matter,Truth,4.3716
Matter,Geometry,Power,1.0253
Logic,Order,Power,3.0240
Darkness,Life,Power,1.5189
Light,Order,Chaos,4.1423
Death,Void,Silence,1.8691
Chaos,Soul,Power,3.3116
Void,Darkness,Noise,1.3777
Geometry,Energy,Power,1.1608
Darkness,Order,Noise,1.5727
Fractal,Darkness,Power,1.1389
Logic,Order,Power,3.0240
Mind,Void,Truth,4.3523
Noise,Order,Power,0.7099
Matter,Life,Truth,4.3647
Matter,Gravity,Death,1.3929
Life,Order,Noise,1.0042
Noise,Life,Power,1.0248
Noise,Mind,Death,2.7087
Geometry,Fractal,Power,1.1557
Entropy,Life,Power,0.7669
Geometry,Void,Noise,2.4969
Beauty,Logic,Chaos,1.9535
Void,Chaos,Silence,1.9427
Space,Power,Darkness,1.4353
Gravity,Time,Fractal,3.7357
Logic,Fractal,Death,3.9505
Entropy,Noise,Death,2.6702
Truth,Silence,Power,1.0216
Void,Soul,Truth,4.3699
Truth,Chaos,Power,1.1487
Death,Logic,Silence,2.0096
Life,Order,Noise,1.0042
Truth,Entropy,Death,4.3601
Mind,Fractal,Death,3.9623
Order,Silence,Power,1.0099
Gravity,Logic,Death,2.9788
Fractal,Silence,Chaos,4.1523
Gravity,Fractal,Time,3.7406
Chaos,Entropy,Power,1.9651
Chaos,Life,Power,0.7531
Death,Noise,Beauty,2.4102
Chaos,Soul,Power,3.3116
Beauty,Space,Power,1.0820
Noise,Light,Power,0.7088
Void,Beauty,Chaos,1.4597
Fractal,Noise,Death,2.2315
Beauty,Death,Gravity,2.5503
Light,Chaos,Power,1.0247
Light,Silence,Power,1.0243
Time,Logic,Silence,2.9283
Space,Energy,Power,1.0709
Geometry,Space,Power,1.0623
Life,Noise,Power,1.0248
Mind,Beauty,Death,2.1388
Noise,Matter,Power,0.7258
Life,Space,Power,0.9829
Death,Noise,Beauty,2.4102
Truth,Chaos,Power,1.1487
Death,Logic,Silence,2.0096
Entropy,Logic,Power,1.0247
Logic,Light,Power,3.1205
Darkness,Noise,Power,1.0237
Geometry,Fractal,Power,1.1557
Mind,Death,Noise,2.4772
Life,Void,Entropy,4.0047
Mind,Silence,Power,1.0384
Space,Silence,Power,1.0063
Noise,Gravity,Death,2.7163
Death,Order,Noise,2.6193
Logic,Noise,Power,0.8736
Soul,Mind,Truth,4.3714
Matter,Silence,Power,1.4272
Matter,Time,Silence,1.3840
Darkness,Noise,Power,1.0237
Order,Time,Noise,1.4427
Mind,Entropy,Noise,2.8055
Noise,Space,Power,1.0252
Geometry,Power,Energy,1.4171
Logic,Entropy,Power,1.0247
Darkness,Noise,Power,1.0237
Darkness,Death,Silence,1.2488
Order,Beauty,Power,2.9475
Fractal,Noise,Death,2.2315
Energy,Geometry,Power,1.1608
Matter,Soul,Truth,4.3716
Silence,Chaos,Beauty,4.2702
Space,Energy,Power,1.0709
Geometry,Energy,Power,1.1608
Matter,Fractal,Death,3.1484
Darkness,Chaos,Power,0.8423
Mind,Order,Power,0.9403
Space,Matter,Power,1.1011
Energy,Light,Power,0.7707
Gravity,Space,Power,0.8553
Mind,Void,Truth,4.3523
Noise,Power,Energy,1.3907
Death,Silence,Chaos,3.1617
Geometry,Soul,Power,1.4558
Truth,Matter,Power,1.2191
Logic,Space,Power,1.1225
Darkness,Power,Space,1.4405
Gravity,Power,Soul,1.8128
Light,Power,Energy,1.3939
Fractal,Power,Chaos,1.5892
Darkness,Time,Power,1.1298
Logic,Space,Power,1.1225
Void,Light,Power,0.9016
Chaos,Power,Space,1.4065
Matter,Mind,Truth,4.0707
Beauty,Energy,Power,0.9117
Mind,Void,Truth,4.3523
Energy,Matter,Truth,3.2528
Space,Darkness,Power,0.9519
Light,Death,Power,1.0841
Order,Beauty,Power,2.9475
Darkness,Mind,Power,1.5329
Geometry,Space,Power,1.0623
Logic,Geometry,Power,1.0082
Noise,Silence,Chaos,1.9672
Time,Noise,Death,1.9642
Energy,Logic,Truth,3.8355
Power,Fractal,Chaos,1.5892
Silence,Logic,Chaos,2.5902
Noise,Chaos,Silence,3.1409
Fractal,Truth,Power,1.0759
Soul,Silence,Power,1.2595
Darkness,Order,Noise,1.5727
Life,Fractal,Truth,3.9896
Darkness,Chaos,Power,0.8423
Chaos,Death,Silence,3.1158
Geometry,Time,Power,1.3173
Beauty,Time,Death,3.1961
Entropy,Time,Death,4.0825
Order,Death,Noise,2.6193
Truth,Soul,Power,1.1040
Chaos,Power,Space,1.4065
Mind,Fractal,Death,3.9623
Soul,Noise,Power,1.3820
Geometry,Space,Power,1.0623
Order,Chaos,Power,1.0512
Energy,Logic,Truth,3.8355
Beauty,Geometry,Power,1.3933
Power,Chaos,Space,1.4065
Light,Void,Power,0.9016
Silence,Light,Power,1.0243
Space,Chaos,Power,0.7193
Fractal,Entropy,Gravity,3.3061
Void,Mind,Truth,4.3523
Truth,Entropy,Death,4.3601
Entropy,Order,Light,2.1936
Silence,Truth,Power,1.0216
Matter,Power,Geometry,1.5908
Void,Time,Chaos,2.2649
Darkness,Space,Power,0.9519
Light,Gravity,Power,1.0245
Fractal,Beauty,Death,2.9919
Power,Entropy,Space,1.3973
Noise,Space,Power,1.0252
Light,Logic,Power,3.1205
Entropy,Energy,Power,1.0467
Energy,Order,Power,1.3437
Truth,Death,Entropy,4.3976
Matter,Geometry,Power,1.0253
Truth,Soul,Power,1.1040
Silence,Entropy,Power,1.0313
Space,Matter,Power,1.1011
Matter,Power,Geometry,1.5908
Mind,Chaos,Power,1.0267
Fractal,Gravity,Time,3.7406
Void,Matter,Time,4.2608
